V(Linear Velocity),W(Angular Velocity),goal_reaching_cost,MU,SIGMA,PVO cost
-0.1368,-0.2,0.8423,8.325,0.3586,8.863
-0.1368,-0.1789,0.842,8.3293,0.3534,8.8593
-0.1368,-0.1579,0.8418,8.3331,0.3486,8.856
-0.1368,-0.1368,0.8416,8.3364,0.3444,8.853
-0.1368,-0.1158,0.8414,8.3392,0.3408,8.8503
-0.1368,-0.0947,0.8413,8.3415,0.3377,8.848
-0.1368,-0.0737,0.8412,8.3433,0.3352,8.8461
-0.1368,-0.0526,0.8411,8.3446,0.3333,8.8446
-0.1368,-0.0316,0.8411,8.3455,0.3321,8.8436
-0.1368,-0.0105,0.8411,8.3458,0.3314,8.8429
-0.1368,0.0105,0.8411,8.3456,0.3314,8.8428
-0.1368,0.0316,0.8411,8.345,0.3321,8.843
-0.1368,0.0526,0.8412,8.3438,0.3333,8.8438
-0.1368,0.0737,0.8413,8.3422,0.3352,8.8449
-0.1368,0.0947,0.8414,8.34,0.3376,8.8465
-0.1368,0.1158,0.8416,8.3374,0.3407,8.8484
-0.1368,0.1368,0.8418,8.3342,0.3443,8.8507
-0.1368,0.1579,0.842,8.3306,0.3485,8.8534
-0.1368,0.1789,0.8423,8.3265,0.3533,8.8564
-0.1368,0.2,0.8425,8.3219,0.3585,8.8597
-0.1158,-0.2,0.7898,8.5659,0.3688,9.1192
-0.1158,-0.1789,0.7895,8.5704,0.3633,9.1154
-0.1158,-0.1579,0.7893,8.5744,0.3583,9.1119
-0.1158,-0.1368,0.7891,8.5778,0.3539,9.1087
-0.1158,-0.1158,0.7889,8.5808,0.3501,9.1059
-0.1158,-0.0947,0.7887,8.5832,0.3469,9.1035
-0.1158,-0.0737,0.7886,8.5851,0.3443,9.1015
-0.1158,-0.0526,0.7886,8.5864,0.3424,9.1
-0.1158,-0.0316,0.7885,8.5873,0.341,9.0989
-0.1158,-0.0105,0.7885,8.5876,0.3404,9.0982
-0.1158,0.0105,0.7885,8.5875,0.3404,9.098
-0.1158,0.0316,0.7886,8.5868,0.341,9.0983
-0.1158,0.0526,0.7886,8.5856,0.3423,9.0991
-0.1158,0.0737,0.7887,8.5839,0.3443,9.1003
-0.1158,0.0947,0.7889,8.5816,0.3469,9.1019
-0.1158,0.1158,0.7891,8.5789,0.3501,9.104
-0.1158,0.1368,0.7893,8.5756,0.3539,9.1064
-0.1158,0.1579,0.7895,8.5718,0.3583,9.1092
-0.1158,0.1789,0.7898,8.5675,0.3632,9.1124
-0.1158,0.2,0.7901,8.5627,0.3687,9.1158
-0.0947,-0.2,0.7373,8.8103,0.3791,9.379
-0.0947,-0.1789,0.737,8.815,0.3734,9.3751
-0.0947,-0.1579,0.7367,8.8191,0.3682,9.3714
-0.0947,-0.1368,0.7365,8.8227,0.3636,9.3681
-0.0947,-0.1158,0.7363,8.8258,0.3596,9.3652
-0.0947,-0.0947,0.7362,8.8283,0.3563,9.3627
-0.0947,-0.0737,0.7361,8.8303,0.3536,9.3606
-0.0947,-0.0526,0.736,8.8317,0.3515,9.359
-0.0947,-0.0316,0.7359,8.8326,0.3501,9.3578
-0.0947,-0.0105,0.7359,8.833,0.3494,9.3571
-0.0947,0.0105,0.7359,8.8328,0.3494,9.3569
-0.0947,0.0316,0.736,8.8321,0.3501,9.3573
-0.0947,0.0526,0.7361,8.8308,0.3515,9.358
-0.0947,0.0737,0.7362,8.829,0.3535,9.3593
-0.0947,0.0947,0.7363,8.8267,0.3562,9.361
-0.0947,0.1158,0.7365,8.8238,0.3596,9.3632
-0.0947,0.1368,0.7368,8.8204,0.3636,9.3658
-0.0947,0.1579,0.737,8.8164,0.3682,9.3687
-0.0947,0.1789,0.7373,8.812,0.3733,9.372
-0.0947,0.2,0.7376,8.8069,0.3791,9.3756
-0.0737,-0.2,0.6848,9.0582,0.3896,9.6426
-0.0737,-0.1789,0.6845,9.063,0.3836,9.6385
-0.0737,-0.1579,0.6842,9.0673,0.3782,9.6346
-0.0737,-0.1368,0.684,9.0711,0.3734,9.6312
-0.0737,-0.1158,0.6838,9.0743,0.3692,9.6281
-0.0737,-0.0947,0.6836,9.0769,0.3657,9.6255
-0.0737,-0.0737,0.6835,9.0789,0.3629,9.6233
-0.0737,-0.0526,0.6834,9.0804,0.3608,9.6216
-0.0737,-0.0316,0.6834,9.0814,0.3594,9.6204
-0.0737,-0.0105,0.6834,9.0817,0.3586,9.6197
-0.0737,0.0105,0.6834,9.0815,0.3586,9.6195
-0.0737,0.0316,0.6834,9.0808,0.3594,9.6198
-0.0737,0.0526,0.6835,9.0795,0.3608,9.6207
-0.0737,0.0737,0.6836,9.0776,0.3629,9.622
-0.0737,0.0947,0.6838,9.0752,0.3657,9.6238
-0.0737,0.1158,0.684,9.0722,0.3692,9.6261
-0.0737,0.1368,0.6842,9.0686,0.3734,9.6287
-0.0737,0.1579,0.6845,9.0645,0.3782,9.6318
-0.0737,0.1789,0.6848,9.0598,0.3836,9.6353
-0.0737,0.2,0.6852,9.0546,0.3896,9.639
-0.0526,-0.2,0.6323,9.3095,0.4002,9.9098
-0.0526,-0.1789,0.632,9.3145,0.394,9.9055
-0.0526,-0.1579,0.6317,9.319,0.3883,9.9015
-0.0526,-0.1368,0.6315,9.3229,0.3834,9.8979
-0.0526,-0.1158,0.6313,9.3262,0.379,9.8947
-0.0526,-0.0947,0.6311,9.3289,0.3754,9.8919
-0.0526,-0.0737,0.631,9.331,0.3724,9.8897
-0.0526,-0.0526,0.6309,9.3326,0.3702,9.8879
-0.0526,-0.0316,0.6308,9.3336,0.3687,9.8866
-0.0526,-0.0105,0.6308,9.334,0.368,9.8859
-0.0526,0.0105,0.6308,9.3338,0.368,9.8857
-0.0526,0.0316,0.6309,9.333,0.3687,9.886
-0.0526,0.0526,0.631,9.3316,0.3702,9.8869
-0.0526,0.0737,0.6311,9.3297,0.3724,9.8883
-0.0526,0.0947,0.6313,9.3271,0.3754,9.8902
-0.0526,0.1158,0.6315,9.324,0.379,9.8926
-0.0526,0.1368,0.6317,9.3203,0.3834,9.8954
-0.0526,0.1579,0.632,9.316,0.3884,9.8986
-0.0526,0.1789,0.6323,9.3112,0.394,9.9022
-0.0526,0.2,0.6327,9.3057,0.4003,9.9061
-0.0316,-0.2,0.5799,9.5642,0.411,10.1807
-0.0316,-0.1789,0.5795,9.5694,0.4045,10.1762
-0.0316,-0.1579,0.5792,9.5741,0.3986,10.172
-0.0316,-0.1368,0.579,9.5781,0.3934,10.1683
-0.0316,-0.1158,0.5787,9.5816,0.3889,10.1649
-0.0316,-0.0947,0.5786,9.5844,0.3851,10.162
-0.0316,-0.0737,0.5784,9.5866,0.382,10.1597
-0.0316,-0.0526,0.5783,9.5882,0.3797,10.1578
-0.0316,-0.0316,0.5782,9.5892,0.3782,10.1565
-0.0316,-0.0105,0.5782,9.5896,0.3774,10.1557
-0.0316,0.0105,0.5782,9.5894,0.3774,10.1555
-0.0316,0.0316,0.5783,9.5886,0.3782,10.1559
-0.0316,0.0526,0.5784,9.5872,0.3797,10.1568
-0.0316,0.0737,0.5786,9.5852,0.3821,10.1583
-0.0316,0.0947,0.5787,9.5825,0.3852,10.1603
-0.0316,0.1158,0.579,9.5793,0.389,10.1627
-0.0316,0.1368,0.5792,9.5754,0.3935,10.1657
-0.0316,0.1579,0.5795,9.571,0.3987,10.169
-0.0316,0.1789,0.5799,9.5659,0.4046,10.1728
-0.0316,0.2,0.5803,9.5603,0.4111,10.1769
-0.0105,-0.2,0.5274,9.8223,0.4219,10.4552
-0.0105,-0.1789,0.5271,9.8278,0.4152,10.4505
-0.0105,-0.1579,0.5267,9.8326,0.4091,10.4462
-0.0105,-0.1368,0.5265,9.8368,0.4037,10.4423
-0.0105,-0.1158,0.5262,9.8404,0.399,10.4388
-0.0105,-0.0947,0.526,9.8433,0.395,10.4358
-0.0105,-0.0737,0.5259,9.8456,0.3918,10.4333
-0.0105,-0.0526,0.5257,9.8473,0.3894,10.4314
-0.0105,-0.0316,0.5257,9.8484,0.3878,10.43
-0.0105,-0.0105,0.5257,9.8488,0.387,10.4292
-0.0105,0.0105,0.5257,9.8486,0.387,10.429
-0.0105,0.0316,0.5257,9.8477,0.3878,10.4294
-0.0105,0.0526,0.5259,9.8462,0.3894,10.4304
-0.0105,0.0737,0.526,9.8441,0.3918,10.4319
-0.0105,0.0947,0.5262,9.8414,0.3951,10.434
-0.0105,0.1158,0.5265,9.838,0.399,10.4366
-0.0105,0.1368,0.5267,9.834,0.4037,10.4396
-0.0105,0.1579,0.5271,9.8294,0.4092,10.4431
-0.0105,0.1789,0.5274,9.8241,0.4153,10.447
-0.0105,0.2,0.5279,9.8182,0.422,10.4513
0.0105,-0.2,0.475,10.0839,0.433,10.7334
0.0105,-0.1789,0.4746,10.0895,0.426,10.7285
0.0105,-0.1579,0.4743,10.0946,0.4196,10.724
0.0105,-0.1368,0.4739,10.0989,0.414,10.72
0.0105,-0.1158,0.4737,10.1026,0.4091,10.7163
0.0105,-0.0947,0.4735,10.1057,0.405,10.7132
0.0105,-0.0737,0.4733,10.1081,0.4017,10.7106
0.0105,-0.0526,0.4732,10.1098,0.3992,10.7086
0.0105,-0.0316,0.4731,10.1109,0.3975,10.7072
0.0105,-0.0105,0.4731,10.1114,0.3967,10.7064
0.0105,0.0105,0.4731,10.1111,0.3967,10.7061
0.0105,0.0316,0.4732,10.1103,0.3975,10.7066
0.0105,0.0526,0.4733,10.1087,0.3992,10.7076
0.0105,0.0737,0.4735,10.1065,0.4018,10.7092
0.0105,0.0947,0.4737,10.1037,0.4051,10.7113
0.0105,0.1158,0.4739,10.1002,0.4092,10.714
0.0105,0.1368,0.4743,10.096,0.4141,10.7172
0.0105,0.1579,0.4746,10.0912,0.4198,10.7209
0.0105,0.1789,0.475,10.0858,0.4261,10.725
0.0105,0.2,0.4755,10.0796,0.4332,10.7294
0.0316,-0.2,0.4226,10.3489,0.4443,11.0153
0.0316,-0.1789,0.4222,10.3548,0.437,11.0102
0.0316,-0.1579,0.4218,10.36,0.4304,11.0055
0.0316,-0.1368,0.4214,10.3645,0.4245,11.0013
0.0316,-0.1158,0.4212,10.3684,0.4194,10.9975
0.0316,-0.0947,0.4209,10.3715,0.4152,10.9943
0.0316,-0.0737,0.4208,10.374,0.4117,10.9916
0.0316,-0.0526,0.4206,10.3758,0.4091,10.9895
0.0316,-0.0316,0.4206,10.377,0.4074,10.988
0.0316,-0.0105,0.4205,10.3774,0.4065,10.9871
0.0316,0.0105,0.4206,10.3772,0.4065,10.9869
0.0316,0.0316,0.4206,10.3763,0.4074,10.9873
0.0316,0.0526,0.4208,10.3747,0.4092,10.9884
0.0316,0.0737,0.4209,10.3724,0.4118,10.9901
0.0316,0.0947,0.4212,10.3694,0.4153,10.9923
0.0316,0.1158,0.4214,10.3658,0.4196,10.9952
0.0316,0.1368,0.4218,10.3615,0.4247,10.9985
0.0316,0.1579,0.4222,10.3565,0.4305,11.0023
0.0316,0.1789,0.4226,10.3508,0.4371,11.0065
0.0316,0.2,0.4231,10.3445,0.4445,11.0112
0.0526,-0.2,0.3702,10.6173,0.4556,11.3008
0.0526,-0.1789,0.3697,10.6234,0.4481,11.2955
0.0526,-0.1579,0.3693,10.6288,0.4412,11.2907
0.0526,-0.1368,0.369,10.6335,0.4352,11.2863
0.0526,-0.1158,0.3686,10.6375,0.4299,11.2823
0.0526,-0.0947,0.3684,10.6408,0.4254,11.279
0.0526,-0.0737,0.3682,10.6434,0.4219,11.2762
0.0526,-0.0526,0.3681,10.6453,0.4191,11.274
0.0526,-0.0316,0.368,10.6464,0.4173,11.2724
0.0526,-0.0105,0.368,10.6469,0.4164,11.2716
0.0526,0.0105,0.368,10.6467,0.4165,11.2713
0.0526,0.0316,0.3681,10.6457,0.4174,11.2718
0.0526,0.0526,0.3682,10.6441,0.4192,11.2729
0.0526,0.0737,0.3684,10.6417,0.422,11.2746
0.0526,0.0947,0.3687,10.6386,0.4256,11.277
0.0526,0.1158,0.369,10.6349,0.43,11.2799
0.0526,0.1368,0.3693,10.6304,0.4353,11.2834
0.0526,0.1579,0.3697,10.6252,0.4414,11.2874
0.0526,0.1789,0.3702,10.6193,0.4483,11.2918
0.0526,0.2,0.3707,10.6128,0.4559,11.2966
0.0737,-0.2,0.3178,10.8892,0.4672,11.59
0.0737,-0.1789,0.3173,10.8955,0.4593,11.5845
0.0737,-0.1579,0.3169,10.9011,0.4522,11.5795
0.0737,-0.1368,0.3165,10.906,0.4459,11.5749
0.0737,-0.1158,0.3161,10.9101,0.4405,11.5708
0.0737,-0.0947,0.3159,10.9135,0.4359,11.5673
0.0737,-0.0737,0.3157,10.9162,0.4321,11.5644
0.0737,-0.0526,0.3155,10.9182,0.4293,11.5621
0.0737,-0.0316,0.3154,10.9194,0.4274,11.5605
0.0737,-0.0105,0.3154,10.9199,0.4265,11.5596
0.0737,0.0105,0.3154,10.9196,0.4265,11.5594
0.0737,0.0316,0.3155,10.9186,0.4275,11.5599
0.0737,0.0526,0.3157,10.9169,0.4294,11.561
0.0737,0.0737,0.3159,10.9145,0.4322,11.5628
0.0737,0.0947,0.3161,10.9113,0.436,11.5653
0.0737,0.1158,0.3165,10.9074,0.4406,11.5684
0.0737,0.1368,0.3169,10.9028,0.4461,11.572
0.0737,0.1579,0.3173,10.8974,0.4525,11.5761
0.0737,0.1789,0.3178,10.8913,0.4596,11.5807
0.0737,0.2,0.3184,10.8845,0.4675,11.5857
0.0947,-0.2,0.2655,11.1645,0.4789,11.8829
0.0947,-0.1789,0.2649,11.1711,0.4707,11.8772
0.0947,-0.1579,0.2644,11.1769,0.4634,11.872
0.0947,-0.1368,0.264,11.1819,0.4568,11.8672
0.0947,-0.1158,0.2636,11.1862,0.4512,11.863
0.0947,-0.0947,0.2633,11.1897,0.4464,11.8593
0.0947,-0.0737,0.2631,11.1925,0.4425,11.8563
0.0947,-0.0526,0.263,11.1945,0.4396,11.854
0.0947,-0.0316,0.2629,11.1958,0.4377,11.8523
0.0947,-0.0105,0.2628,11.1963,0.4367,11.8513
0.0947,0.0105,0.2629,11.196,0.4367,11.8511
0.0947,0.0316,0.263,11.195,0.4377,11.8516
0.0947,0.0526,0.2631,11.1932,0.4397,11.8528
0.0947,0.0737,0.2634,11.1907,0.4427,11.8547
0.0947,0.0947,0.2636,11.1874,0.4466,11.8573
0.0947,0.1158,0.264,11.1833,0.4514,11.8604
0.0947,0.1368,0.2644,11.1785,0.4571,11.8642
0.0947,0.1579,0.2649,11.173,0.4637,11.8685
0.0947,0.1789,0.2655,11.1667,0.4711,11.8733
0.0947,0.2,0.2661,11.1596,0.4792,11.8784
0.1158,-0.2,0.2131,11.4433,0.4907,12.1794
0.1158,-0.1789,0.2125,11.4501,0.4823,12.1735
0.1158,-0.1579,0.212,11.4561,0.4747,12.1681
0.1158,-0.1368,0.2115,11.4613,0.4679,12.1631
0.1158,-0.1158,0.2111,11.4657,0.462,12.1588
0.1158,-0.0947,0.2108,11.4694,0.4571,12.155
0.1158,-0.0737,0.2106,11.4722,0.4531,12.1518
0.1158,-0.0526,0.2104,11.4743,0.4501,12.1494
0.1158,-0.0316,0.2103,11.4756,0.448,12.1477
0.1158,-0.0105,0.2103,11.4761,0.447,12.1467
0.1158,0.0105,0.2103,11.4759,0.4471,12.1465
0.1158,0.0316,0.2104,11.4748,0.4481,12.147
0.1158,0.0526,0.2106,11.473,0.4502,12.1482
0.1158,0.0737,0.2108,11.4703,0.4532,12.1502
0.1158,0.0947,0.2112,11.4669,0.4573,12.1529
0.1158,0.1158,0.2115,11.4628,0.4623,12.1562
0.1158,0.1368,0.212,11.4578,0.4682,12.1601
0.1158,0.1579,0.2125,11.452,0.475,12.1645
0.1158,0.1789,0.2131,11.4455,0.4827,12.1695
0.1158,0.2,0.2138,11.4382,0.4911,12.1749
0.1368,-0.2,0.1608,11.7255,0.5027,12.4796
0.1368,-0.1789,0.1602,11.7325,0.494,12.4735
0.1368,-0.1579,0.1596,11.7387,0.4861,12.4679
0.1368,-0.1368,0.1591,11.7441,0.4791,12.4628
0.1368,-0.1158,0.1587,11.7487,0.473,12.4582
0.1368,-0.0947,0.1583,11.7525,0.4679,12.4543
0.1368,-0.0737,0.158,11.7554,0.4637,12.451
0.1368,-0.0526,0.1579,11.7576,0.4606,12.4485
0.1368,-0.0316,0.1577,11.7589,0.4585,12.4467
0.1368,-0.0105,0.1577,11.7594,0.4575,12.4457
0.1368,0.0105,0.1577,11.7592,0.4575,12.4455
0.1368,0.0316,0.1579,11.7581,0.4586,12.446
0.1368,0.0526,0.1581,11.7562,0.4608,12.4473
0.1368,0.0737,0.1583,11.7535,0.4639,12.4493
0.1368,0.0947,0.1587,11.7499,0.4681,12.4521
0.1368,0.1158,0.1591,11.7456,0.4733,12.4555
0.1368,0.1368,0.1596,11.7405,0.4794,12.4596
0.1368,0.1579,0.1602,11.7345,0.4865,12.4642
0.1368,0.1789,0.1609,11.7278,0.4944,12.4694
0.1368,0.2,0.1616,11.7202,0.5032,12.475
0.1579,-0.2,0.1086,12.0111,0.5149,12.7835
0.1579,-0.1789,0.1079,12.0184,0.5059,12.7772
0.1579,-0.1579,0.1072,12.0248,0.4977,12.7713
0.1579,-0.1368,0.1067,12.0304,0.4904,12.766
0.1579,-0.1158,0.1062,12.0351,0.4841,12.7613
0.1579,-0.0947,0.1058,12.039,0.4788,12.7572
0.1579,-0.0737,0.1055,12.0421,0.4745,12.7539
0.1579,-0.0526,0.1053,12.0443,0.4713,12.7513
0.1579,-0.0316,0.1052,12.0457,0.4692,12.7494
0.1579,-0.0105,0.1051,12.0462,0.4681,12.7483
0.1579,0.0105,0.1052,12.0459,0.4681,12.7481
0.1579,0.0316,0.1053,12.0448,0.4692,12.7487
0.1579,0.0526,0.1055,12.0428,0.4715,12.75
0.1579,0.0737,0.1058,12.04,0.4747,12.7521
0.1579,0.0947,0.1062,12.0364,0.4791,12.755
0.1579,0.1158,0.1067,12.0319,0.4844,12.7586
0.1579,0.1368,0.1072,12.0266,0.4908,12.7628
0.1579,0.1579,0.1079,12.0204,0.4981,12.7676
0.1579,0.1789,0.1086,12.0134,0.5063,12.7729
0.1579,0.2,0.1094,12.0056,0.5154,12.7787
0.1789,-0.2,0.0564,12.3002,0.5272,13.091
0.1789,-0.1789,0.0556,12.3077,0.5179,13.0845
0.1789,-0.1579,0.0549,12.3143,0.5094,13.0784
0.1789,-0.1368,0.0543,12.3201,0.5019,13.0729
0.1789,-0.1158,0.0538,12.325,0.4954,13.0681
0.1789,-0.0947,0.0533,12.329,0.4899,13.0638
0.1789,-0.0737,0.053,12.3321,0.4855,13.0604
0.1789,-0.0526,0.0528,12.3344,0.4821,13.0576
0.1789,-0.0316,0.0526,12.3359,0.4799,13.0557
0.1789,-0.0105,0.0526,12.3364,0.4788,13.0546
0.1789,0.0105,0.0526,12.3361,0.4788,13.0544
0.1789,0.0316,0.0528,12.335,0.48,13.055
0.1789,0.0526,0.053,12.3329,0.4823,13.0564
0.1789,0.0737,0.0533,12.33,0.4857,13.0586
0.1789,0.0947,0.0538,12.3263,0.4902,13.0616
0.1789,0.1158,0.0543,12.3217,0.4957,13.0653
0.1789,0.1368,0.0549,12.3162,0.5023,13.0696
0.1789,0.1579,0.0556,12.3098,0.5099,13.0746
0.1789,0.1789,0.0565,12.3026,0.5184,13.0801
0.1789,0.2,0.0574,12.2945,0.5278,13.0861
0.2,-0.2,0.0043,12.5927,0.5397,13.4022
0.2,-0.1789,0.0034,12.6004,0.53,13.3954
0.2,-0.1579,0.0026,12.6073,0.5213,13.3892
0.2,-0.1368,0.0019,12.6132,0.5135,13.3835
0.2,-0.1158,0.0013,12.6183,0.5068,13.3785
0.2,-0.0947,0.0009,12.6224,0.5011,13.3741
0.2,-0.0737,0.0005,12.6257,0.4965,13.3705
0.2,-0.0526,0.0002,12.6281,0.4931,13.3677
0.2,-0.0316,0.0001,12.6295,0.4908,13.3657
0.2,-0.0105,0.0,12.6301,0.4896,13.3646
0.2,0.0105,0.0001,12.6298,0.4897,13.3643
0.2,0.0316,0.0002,12.6286,0.4909,13.3649
0.2,0.0526,0.0005,12.6265,0.4933,13.3664
0.2,0.0737,0.0009,12.6235,0.4968,13.3687
0.2,0.0947,0.0014,12.6196,0.5014,13.3718
0.2,0.1158,0.0019,12.6148,0.5072,13.3756
0.2,0.1368,0.0026,12.6092,0.514,13.3801
0.2,0.1579,0.0035,12.6026,0.5218,13.3853
0.2,0.1789,0.0044,12.5951,0.5306,13.391
0.2,0.2,0.0054,12.5868,0.5403,13.3972
0.0,0.0,0.4994,9.9796,0.3917,10.5672
