V(Linear Velocity),W(Angular Velocity),goal_reaching_cost,MU,SIGMA,PVO cost
-0.1684,0.0316,0.834,13.0761,0.5062,13.8354
-0.1684,0.0526,0.8345,13.0742,0.5083,13.8366
-0.1684,0.0737,0.8353,13.0713,0.5117,13.8389
-0.1684,0.0947,0.8364,13.0673,0.5164,13.842
-0.1684,0.1158,0.8377,13.0624,0.5224,13.846
-0.1684,0.1368,0.8392,13.0564,0.5297,13.8509
-0.1684,0.1579,0.841,13.0493,0.5381,13.8565
-0.1684,0.1789,0.8431,13.0413,0.5477,13.8627
-0.1684,0.2,0.8454,13.0322,0.5583,13.8696
-0.1579,-0.2,0.794,13.1788,0.5758,14.0425
-0.1579,-0.1789,0.7916,13.1884,0.5641,14.0344
-0.1579,-0.1579,0.7893,13.1969,0.5533,14.0269
-0.1579,-0.1368,0.7874,13.2044,0.5437,14.0199
-0.1579,-0.1158,0.7857,13.2109,0.5352,14.0137
-0.1579,-0.0947,0.7843,13.2163,0.5279,14.0081
-0.1579,-0.0737,0.7832,13.2207,0.5219,14.0035
-0.1579,-0.0526,0.7824,13.224,0.5171,13.9997
-0.1579,-0.0316,0.7818,13.2263,0.5137,13.9969
-0.1579,-0.0105,0.7815,13.2275,0.5117,13.995
-0.1579,0.0105,0.7815,13.2277,0.5111,13.9943
-0.1579,0.0316,0.7818,13.2268,0.5118,13.9945
-0.1579,0.0526,0.7824,13.2249,0.5139,13.9957
-0.1579,0.0737,0.7832,13.2219,0.5174,13.998
-0.1579,0.0947,0.7843,13.2179,0.5222,14.0012
-0.1579,0.1158,0.7857,13.2129,0.5283,14.0053
-0.1579,0.1368,0.7874,13.2068,0.5356,14.0102
-0.1579,0.1579,0.7894,13.1996,0.5442,14.0159
-0.1579,0.1789,0.7916,13.1914,0.5539,14.0223
-0.1579,0.2,0.7941,13.1822,0.5647,14.0292
-0.1474,-0.2,0.7428,13.3296,0.5824,14.2032
-0.1474,-0.1789,0.7401,13.3393,0.5705,14.1951
-0.1474,-0.1579,0.7377,13.348,0.5596,14.1874
-0.1474,-0.1368,0.7356,13.3556,0.5498,14.1803
-0.1474,-0.1158,0.7338,13.3622,0.5412,14.174
-0.1474,-0.0947,0.7323,13.3677,0.5338,14.1683
-0.1474,-0.0737,0.7311,13.3721,0.5276,14.1636
-0.1474,-0.0526,0.7302,13.3755,0.5228,14.1597
-0.1474,-0.0316,0.7296,13.3778,0.5194,14.1569
-0.1474,-0.0105,0.7293,13.3791,0.5173,14.155
-0.1474,0.0105,0.7293,13.3793,0.5166,14.1542
-0.1474,0.0316,0.7296,13.3784,0.5174,14.1545
-0.1474,0.0526,0.7302,13.3764,0.5195,14.1557
-0.1474,0.0737,0.7311,13.3734,0.5231,14.158
-0.1474,0.0947,0.7323,13.3693,0.528,14.1613
-0.1474,0.1158,0.7339,13.3642,0.5342,14.1655
-0.1474,0.1368,0.7357,13.358,0.5416,14.1705
-0.1474,0.1579,0.7378,13.3508,0.5503,14.1763
-0.1474,0.1789,0.7402,13.3424,0.5602,14.1827
-0.1474,0.2,0.7428,13.333,0.5712,14.1898
-0.1368,-0.2,0.6917,13.4813,0.5891,14.3649
-0.1368,-0.1789,0.6888,13.4912,0.577,14.3566
-0.1368,-0.1579,0.6862,13.5,0.5659,14.3488
-0.1368,-0.1368,0.684,13.5077,0.5559,14.3416
-0.1368,-0.1158,0.682,13.5144,0.5472,14.3352
-0.1368,-0.0947,0.6804,13.52,0.5396,14.3295
-0.1368,-0.0737,0.6791,13.5245,0.5334,14.3246
-0.1368,-0.0526,0.6781,13.5279,0.5285,14.3207
-0.1368,-0.0316,0.6774,13.5303,0.525,14.3178
-0.1368,-0.0105,0.6771,13.5315,0.5229,14.3159
-0.1368,0.0105,0.6771,13.5317,0.5223,14.3151
-0.1368,0.0316,0.6774,13.5308,0.523,14.3154
-0.1368,0.0526,0.6781,13.5288,0.5252,14.3167
-0.1368,0.0737,0.6791,13.5258,0.5288,14.319
-0.1368,0.0947,0.6804,13.5216,0.5338,14.3223
-0.1368,0.1158,0.682,13.5164,0.5401,14.3265
-0.1368,0.1368,0.684,13.5101,0.5477,14.3317
-0.1368,0.1579,0.6863,13.5028,0.5565,14.3375
-0.1368,0.1789,0.6889,13.4943,0.5665,14.3441
-0.1368,0.2,0.6918,13.4848,0.5777,14.3513
-0.1263,-0.2,0.6408,13.6338,0.5958,14.5275
-0.1263,-0.1789,0.6377,13.6439,0.5835,14.5191
-0.1263,-0.1579,0.6349,13.6528,0.5722,14.5112
-0.1263,-0.1368,0.6324,13.6607,0.5621,14.5039
-0.1263,-0.1158,0.6302,13.6675,0.5532,14.4973
-0.1263,-0.0947,0.6285,13.6731,0.5456,14.4915
-0.1263,-0.0737,0.627,13.6777,0.5393,14.4866
-0.1263,-0.0526,0.626,13.6812,0.5343,14.4826
-0.1263,-0.0316,0.6252,13.6836,0.5307,14.4797
-0.1263,-0.0105,0.6249,13.6848,0.5286,14.4777
-0.1263,0.0105,0.6249,13.685,0.5279,14.4769
-0.1263,0.0316,0.6253,13.6841,0.5287,14.4772
-0.1263,0.0526,0.626,13.6821,0.5309,14.4785
-0.1263,0.0737,0.6271,13.679,0.5346,14.4809
-0.1263,0.0947,0.6285,13.6748,0.5396,14.4842
-0.1263,0.1158,0.6303,13.6695,0.546,14.4885
-0.1263,0.1368,0.6324,13.6631,0.5537,14.4937
-0.1263,0.1579,0.6349,13.6556,0.5627,14.4997
-0.1263,0.1789,0.6377,13.6471,0.5729,14.5064
-0.1263,0.2,0.6409,13.6374,0.5842,14.5137
-0.1158,-0.2,0.5902,13.7872,0.6025,14.691
-0.1158,-0.1789,0.5867,13.7974,0.59,14.6825
-0.1158,-0.1579,0.5836,13.8065,0.5786,14.6744
-0.1158,-0.1368,0.5809,13.8145,0.5683,14.667
-0.1158,-0.1158,0.5786,13.8214,0.5593,14.6603
-0.1158,-0.0947,0.5766,13.8271,0.5515,14.6544
-0.1158,-0.0737,0.575,13.8318,0.5451,14.6494
-0.1158,-0.0526,0.5739,13.8353,0.5401,14.6454
-0.1158,-0.0316,0.5731,13.8377,0.5365,14.6424
-0.1158,-0.0105,0.5727,13.839,0.5343,14.6405
-0.1158,0.0105,0.5727,13.8392,0.5336,14.6396
-0.1158,0.0316,0.5731,13.8383,0.5344,14.6399
-0.1158,0.0526,0.5739,13.8362,0.5367,14.6412
-0.1158,0.0737,0.5751,13.8331,0.5404,14.6436
-0.1158,0.0947,0.5766,13.8288,0.5455,14.6471
-0.1158,0.1158,0.5786,13.8235,0.552,14.6515
-0.1158,0.1368,0.5809,13.817,0.5598,14.6567
-0.1158,0.1579,0.5837,13.8094,0.569,14.6628
-0.1158,0.1789,0.5867,13.8007,0.5793,14.6696
-0.1158,0.2,0.5902,13.7908,0.5908,14.677
-0.1053,-0.2,0.5398,13.9415,0.6093,14.8554
-0.1053,-0.1789,0.536,13.9518,0.5966,14.8467
-0.1053,-0.1579,0.5326,13.9611,0.585,14.8386
-0.1053,-0.1368,0.5296,13.9692,0.5746,14.8311
-0.1053,-0.1158,0.527,13.9761,0.5654,14.8243
-0.1053,-0.0947,0.5248,13.982,0.5575,14.8183
-0.1053,-0.0737,0.5231,13.9867,0.551,14.8132
-0.1053,-0.0526,0.5218,13.9903,0.5459,14.8091
-0.1053,-0.0316,0.5209,13.9927,0.5422,14.8061
-0.1053,-0.0105,0.5205,13.9941,0.54,14.8041
-0.1053,0.0105,0.5205,13.9942,0.5393,14.8032
-0.1053,0.0316,0.5209,13.9933,0.5401,14.8035
-0.1053,0.0526,0.5218,13.9912,0.5424,14.8049
-0.1053,0.0737,0.5231,13.988,0.5462,14.8073
-0.1053,0.0947,0.5248,13.9837,0.5514,14.8108
-0.1053,0.1158,0.527,13.9783,0.558,14.8153
-0.1053,0.1368,0.5296,13.9717,0.566,14.8206
-0.1053,0.1579,0.5326,13.964,0.5752,14.8268
-0.1053,0.1789,0.536,13.9551,0.5857,14.8337
-0.1053,0.2,0.5398,13.9451,0.5974,14.8413
-0.0947,-0.2,0.4898,14.0966,0.6161,15.0208
-0.0947,-0.1789,0.4856,14.1071,0.6032,15.012
-0.0947,-0.1579,0.4818,14.1165,0.5915,15.0037
-0.0947,-0.1368,0.4784,14.1247,0.5809,14.996
-0.0947,-0.1158,0.4755,14.1318,0.5716,14.9891
-0.0947,-0.0947,0.4731,14.1377,0.5636,14.983
-0.0947,-0.0737,0.4712,14.1425,0.5569,14.9779
-0.0947,-0.0526,0.4697,14.1461,0.5517,14.9737
-0.0947,-0.0316,0.4687,14.1486,0.548,14.9706
-0.0947,-0.0105,0.4683,14.15,0.5458,14.9686
-0.0947,0.0105,0.4683,14.1502,0.5451,14.9678
-0.0947,0.0316,0.4688,14.1492,0.5459,14.968
-0.0947,0.0526,0.4697,14.1471,0.5482,14.9694
-0.0947,0.0737,0.4712,14.1439,0.552,14.9719
-0.0947,0.0947,0.4732,14.1395,0.5573,14.9755
-0.0947,0.1158,0.4756,14.1339,0.5641,14.98
-0.0947,0.1368,0.4785,14.1272,0.5721,14.9855
-0.0947,0.1579,0.4818,14.1194,0.5816,14.9917
-0.0947,0.1789,0.4856,14.1104,0.5922,14.9988
-0.0947,0.2,0.4898,14.1003,0.6041,15.0064
-0.0842,-0.2,0.4403,14.2526,0.623,15.187
-0.0842,-0.1789,0.4356,14.2633,0.6099,15.1781
-0.0842,-0.1579,0.4313,14.2728,0.5979,15.1697
-0.0842,-0.1368,0.4275,14.2811,0.5872,15.1619
-0.0842,-0.1158,0.4243,14.2883,0.5777,15.1549
-0.0842,-0.0947,0.4216,14.2943,0.5696,15.1487
-0.0842,-0.0737,0.4194,14.2992,0.5629,15.1435
-0.0842,-0.0526,0.4177,14.3028,0.5576,15.1393
-0.0842,-0.0316,0.4166,14.3054,0.5538,15.1361
-0.0842,-0.0105,0.4161,14.3067,0.5516,15.1341
-0.0842,0.0105,0.4161,14.3069,0.5509,15.1332
-0.0842,0.0316,0.4166,14.306,0.5517,15.1335
-0.0842,0.0526,0.4177,14.3038,0.554,15.1349
-0.0842,0.0737,0.4194,14.3005,0.5579,15.1374
-0.0842,0.0947,0.4216,14.2961,0.5633,15.141
-0.0842,0.1158,0.4243,14.2905,0.5701,15.1457
-0.0842,0.1368,0.4276,14.2837,0.5784,15.1512
-0.0842,0.1579,0.4314,14.2757,0.5879,15.1576
-0.0842,0.1789,0.4356,14.2666,0.5987,15.1647
-0.0842,0.2,0.4404,14.2563,0.6108,15.1725
-0.0737,-0.2,0.3916,14.4094,0.6299,15.3542
-0.0737,-0.1789,0.3862,14.4203,0.6166,15.3451
-0.0737,-0.1579,0.3813,14.4299,0.6045,15.3366
-0.0737,-0.1368,0.377,14.4384,0.5936,15.3287
-0.0737,-0.1158,0.3733,14.4457,0.584,15.3216
-0.0737,-0.0947,0.3702,14.4518,0.5757,15.3153
-0.0737,-0.0737,0.3677,14.4567,0.5689,15.31
-0.0737,-0.0526,0.3658,14.4604,0.5635,15.3057
-0.0737,-0.0316,0.3645,14.463,0.5597,15.3025
-0.0737,-0.0105,0.3639,14.4644,0.5574,15.3005
-0.0737,0.0105,0.3639,14.4646,0.5567,15.2996
-0.0737,0.0316,0.3645,14.4636,0.5575,15.2998
-0.0737,0.0526,0.3658,14.4614,0.5599,15.3013
-0.0737,0.0737,0.3677,14.4581,0.5639,15.3039
-0.0737,0.0947,0.3702,14.4536,0.5693,15.3075
-0.0737,0.1158,0.3733,14.4478,0.5762,15.3122
-0.0737,0.1368,0.3771,14.441,0.5846,15.3178
-0.0737,0.1579,0.3814,14.4329,0.5943,15.3243
-0.0737,0.1789,0.3862,14.4236,0.6053,15.3316
-0.0737,0.2,0.3916,14.4132,0.6175,15.3395
-0.0632,-0.2,0.3438,14.5671,0.6368,15.5223
-0.0632,-0.1789,0.3376,14.5781,0.6233,15.5131
-0.0632,-0.1579,0.332,14.5879,0.611,15.5044
-0.0632,-0.1368,0.327,14.5965,0.6,15.4964
-0.0632,-0.1158,0.3227,14.6039,0.5902,15.4892
-0.0632,-0.0947,0.3191,14.6101,0.5818,15.4828
-0.0632,-0.0737,0.3161,14.6151,0.5749,15.4774
-0.0632,-0.0526,0.3139,14.6189,0.5695,15.4731
-0.0632,-0.0316,0.3124,14.6215,0.5656,15.4698
-0.0632,-0.0105,0.3116,14.6229,0.5632,15.4677
-0.0632,0.0105,0.3117,14.6231,0.5625,15.4668
-0.0632,0.0316,0.3124,14.6221,0.5634,15.4671
-0.0632,0.0526,0.3139,14.6199,0.5658,15.4686
-0.0632,0.0737,0.3161,14.6165,0.5698,15.4712
-0.0632,0.0947,0.3191,14.6119,0.5754,15.4749
-0.0632,0.1158,0.3228,14.6061,0.5824,15.4797
-0.0632,0.1368,0.3271,14.5991,0.5909,15.4854
-0.0632,0.1579,0.3321,14.5909,0.6007,15.492
-0.0632,0.1789,0.3377,14.5815,0.6119,15.4993
-0.0632,0.2,0.3439,14.571,0.6243,15.5074
-0.0526,-0.2,0.2975,14.7257,0.6438,15.6913
-0.0526,-0.1789,0.2903,14.7368,0.6301,15.682
-0.0526,-0.1579,0.2838,14.7468,0.6176,15.6732
-0.0526,-0.1368,0.2779,14.7555,0.6064,15.665
-0.0526,-0.1158,0.2727,14.763,0.5965,15.6577
-0.0526,-0.0947,0.2684,14.7692,0.588,15.6512
-0.0526,-0.0737,0.2648,14.7743,0.581,15.6458
-0.0526,-0.0526,0.2622,14.7782,0.5755,15.6413
-0.0526,-0.0316,0.2604,14.7808,0.5715,15.638
-0.0526,-0.0105,0.2595,14.7822,0.5691,15.6359
-0.0526,0.0105,0.2595,14.7824,0.5684,15.635
-0.0526,0.0316,0.2604,14.7814,0.5693,15.6353
-0.0526,0.0526,0.2622,14.7792,0.5717,15.6368
-0.0526,0.0737,0.2649,14.7757,0.5758,15.6395
-0.0526,0.0947,0.2684,14.7711,0.5814,15.6432
-0.0526,0.1158,0.2728,14.7652,0.5886,15.6481
-0.0526,0.1368,0.2779,14.7581,0.5972,15.6539
-0.0526,0.1579,0.2838,14.7498,0.6072,15.6606
-0.0526,0.1789,0.2904,14.7403,0.6185,15.668
-0.0526,0.2,0.2976,14.7296,0.6311,15.6762
-0.0421,-0.2,0.2536,14.8851,0.6508,15.8613
-0.0421,-0.1789,0.245,14.8964,0.6369,15.8518
-0.0421,-0.1579,0.2372,14.9065,0.6242,15.8428
-0.0421,-0.1368,0.23,14.9153,0.6128,15.8346
-0.0421,-0.1158,0.2238,14.9229,0.6028,15.8271
-0.0421,-0.0947,0.2184,14.9293,0.5942,15.8206
-0.0421,-0.0737,0.214,14.9344,0.5871,15.815
-0.0421,-0.0526,0.2107,14.9383,0.5815,15.8105
-0.0421,-0.0316,0.2084,14.941,0.5774,15.8072
-0.0421,-0.0105,0.2073,14.9424,0.5751,15.805
-0.0421,0.0105,0.2073,14.9427,0.5743,15.8041
-0.0421,0.0316,0.2084,14.9416,0.5752,15.8044
-0.0421,0.0526,0.2107,14.9394,0.5777,15.8059
-0.0421,0.0737,0.2141,14.9359,0.5818,15.8086
-0.0421,0.0947,0.2185,14.9311,0.5875,15.8125
-0.0421,0.1158,0.2238,14.9252,0.5948,15.8174
-0.0421,0.1368,0.2301,14.918,0.6035,15.8233
-0.0421,0.1579,0.2372,14.9096,0.6137,15.8301
-0.0421,0.1789,0.2451,14.8999,0.6252,15.8376
-0.0421,0.2,0.2537,14.889,0.6379,15.8459
-0.0316,-0.2,0.2134,15.0454,0.6578,16.0321
-0.0316,-0.1789,0.2031,15.0568,0.6438,16.0225
-0.0316,-0.1579,0.1934,15.067,0.6309,16.0134
-0.0316,-0.1368,0.1846,15.076,0.6194,16.005
-0.0316,-0.1158,0.1767,15.0837,0.6092,15.9975
-0.0316,-0.0947,0.1698,15.0902,0.6004,15.9908
-0.0316,-0.0737,0.1641,15.0954,0.5932,15.9852
-0.0316,-0.0526,0.1596,15.0994,0.5875,15.9806
-0.0316,-0.0316,0.1566,15.1021,0.5834,15.9772
-0.0316,-0.0105,0.1551,15.1035,0.581,15.975
-0.0316,0.0105,0.1551,15.1037,0.5802,15.9741
-0.0316,0.0316,0.1567,15.1027,0.5811,15.9744
-0.0316,0.0526,0.1597,15.1004,0.5837,15.9759
-0.0316,0.0737,0.1641,15.0969,0.5879,15.9787
-0.0316,0.0947,0.1699,15.0921,0.5937,15.9826
-0.0316,0.1158,0.1768,15.086,0.601,15.9876
-0.0316,0.1368,0.1847,15.0787,0.6099,15.9936
-0.0316,0.1579,0.1936,15.0702,0.6202,16.0005
-0.0316,0.1789,0.2032,15.0604,0.6319,16.0082
-0.0316,0.2,0.2136,15.0493,0.6448,16.0166
-0.0211,-0.2,0.1795,15.2065,0.6649,16.2039
-0.0211,-0.1789,0.167,15.2181,0.6507,16.1941
-0.0211,-0.1579,0.1551,15.2285,0.6376,16.1849
-0.0211,-0.1368,0.1438,15.2376,0.6259,16.1764
-0.0211,-0.1158,0.1334,15.2454,0.6156,16.1687
-0.0211,-0.0947,0.1241,15.2519,0.6067,16.162
-0.0211,-0.0737,0.1161,15.2572,0.5993,16.1562
-0.0211,-0.0526,0.1097,15.2613,0.5936,16.1516
-0.0211,-0.0316,0.1053,15.264,0.5894,16.1482
-0.0211,-0.0105,0.103,15.2655,0.587,16.146
-0.0211,0.0105,0.103,15.2657,0.5862,16.145
-0.0211,0.0316,0.1053,15.2646,0.5871,16.1453
-0.0211,0.0526,0.1098,15.2623,0.5897,16.1469
-0.0211,0.0737,0.1162,15.2587,0.594,16.1497
-0.0211,0.0947,0.1242,15.2539,0.5999,16.1537
-0.0211,0.1158,0.1335,15.2477,0.6073,16.1587
-0.0211,0.1368,0.1439,15.2403,0.6163,16.1648
-0.0211,0.1579,0.1552,15.2317,0.6268,16.1718
-0.0211,0.1789,0.1672,15.2217,0.6386,16.1796
-0.0211,0.2,0.1797,15.2105,0.6517,16.1881
-0.0105,-0.2,0.156,15.3685,0.6721,16.3766
-0.0105,-0.1789,0.1413,15.3803,0.6576,16.3666
-0.0105,-0.1579,0.1269,15.3908,0.6444,16.3573
-0.0105,-0.1368,0.1128,15.4,0.6325,16.3487
-0.0105,-0.1158,0.0991,15.4079,0.622,16.3409
-0.0105,-0.0947,0.0861,15.4146,0.613,16.334
-0.0105,-0.0737,0.074,15.4199,0.6055,16.3282
-0.0105,-0.0526,0.0636,15.424,0.5997,16.3235
-0.0105,-0.0316,0.0555,15.4268,0.5955,16.32
-0.0105,-0.0105,0.0511,15.4283,0.593,16.3178
-0.0105,0.0105,0.0511,15.4285,0.5922,16.3168
-0.0105,0.0316,0.0556,15.4274,0.5931,16.3171
-0.0105,0.0526,0.0637,15.4251,0.5958,16.3187
-0.0105,0.0737,0.0742,15.4214,0.6001,16.3216
-0.0105,0.0947,0.0862,15.4165,0.6061,16.3256
-0.0105,0.1158,0.0993,15.4103,0.6136,16.3308
-0.0105,0.1368,0.1129,15.4028,0.6228,16.3369
-0.0105,0.1579,0.1271,15.394,0.6334,16.344
-0.0105,0.1789,0.1415,15.3839,0.6454,16.352
-0.0105,0.2,0.1562,15.3725,0.6587,16.3606
0.0,-0.2,0.1479,15.5313,0.6792,16.5502
0.0,-0.1789,0.1322,15.5433,0.6645,16.5401
0.0,-0.1579,0.1165,15.5539,0.6511,16.5306
0.0,-0.1368,0.1009,15.5633,0.6391,16.5219
0.0,-0.1158,0.0852,15.5713,0.6284,16.514
0.0,-0.0947,0.0695,15.5781,0.6193,16.507
0.0,-0.0737,0.0539,15.5835,0.6118,16.5011
0.0,-0.0526,0.0382,15.5876,0.6058,16.4964
0.0,-0.0316,0.0226,15.5905,0.6016,16.4928
0.0,-0.0105,0.0069,15.592,0.599,16.4905
0.0,0.0105,0.0071,15.5922,0.5982,16.4896
0.0,0.0316,0.0227,15.5911,0.5992,16.4899
0.0,0.0526,0.0384,15.5887,0.6019,16.4915
0.0,0.0737,0.0541,15.585,0.6062,16.4944
0.0,0.0947,0.0697,15.58,0.6123,16.4985
0.0,0.1158,0.0854,15.5737,0.62,16.5037
0.0,0.1368,0.1011,15.5661,0.6293,16.51
0.0,0.1579,0.1167,15.5572,0.64,16.5172
0.0,0.1789,0.1324,15.547,0.6522,16.5252
0.0,0.2,0.148,15.5354,0.6657,16.534
0.0,0.0,0.0,15.5923,0.5984,16.4899
