V(Linear Velocity),W(Angular Velocity),goal_reaching_cost,MU,SIGMA,PVO cost
-0.1789,0.1158,0.9469,5.8062,0.2446,6.1732
-0.1789,0.1368,0.947,5.8043,0.2468,6.1745
-0.1789,0.1579,0.9472,5.802,0.2493,6.1759
-0.1789,0.1789,0.9473,5.7995,0.252,6.1776
-0.1789,0.2,0.9475,5.7967,0.2551,6.1793
-0.1579,-0.2,0.8945,6.0051,0.2579,6.392
-0.1579,-0.1789,0.8943,6.0073,0.2552,6.3901
-0.1579,-0.1579,0.8942,6.0092,0.2529,6.3885
-0.1579,-0.1368,0.8942,6.0108,0.2508,6.387
-0.1579,-0.1158,0.8941,6.0121,0.2491,6.3858
-0.1579,-0.0947,0.894,6.0132,0.2477,6.3847
-0.1579,-0.0737,0.894,6.014,0.2466,6.3839
-0.1579,-0.0526,0.894,6.0144,0.2459,6.3833
-0.1579,-0.0316,0.8939,6.0146,0.2455,6.3829
-0.1579,-0.0105,0.894,6.0145,0.2455,6.3828
-0.1579,0.0105,0.894,6.0142,0.2458,6.3829
-0.1579,0.0316,0.894,6.0135,0.2465,6.3832
-0.1579,0.0526,0.8941,6.0125,0.2475,6.3838
-0.1579,0.0737,0.8942,6.0113,0.2489,6.3846
-0.1579,0.0947,0.8942,6.0098,0.2505,6.3856
-0.1579,0.1158,0.8943,6.008,0.2525,6.3868
-0.1579,0.1368,0.8945,6.0059,0.2549,6.3882
-0.1579,0.1579,0.8946,6.0035,0.2575,6.3898
-0.1579,0.1789,0.8948,6.0009,0.2604,6.3915
-0.1579,0.2,0.8949,5.9979,0.2636,6.3934
-0.1368,-0.2,0.8419,6.2102,0.2663,6.6096
-0.1368,-0.1789,0.8418,6.2125,0.2634,6.6076
-0.1368,-0.1579,0.8417,6.2145,0.2609,6.6059
-0.1368,-0.1368,0.8416,6.2162,0.2587,6.6043
-0.1368,-0.1158,0.8415,6.2176,0.2569,6.603
-0.1368,-0.0947,0.8414,6.2187,0.2554,6.6018
-0.1368,-0.0737,0.8414,6.2195,0.2543,6.601
-0.1368,-0.0526,0.8414,6.22,0.2536,6.6003
-0.1368,-0.0316,0.8414,6.2202,0.2532,6.6
-0.1368,-0.0105,0.8414,6.2201,0.2531,6.5998
-0.1368,0.0105,0.8414,6.2197,0.2535,6.5999
-0.1368,0.0316,0.8414,6.219,0.2542,6.6003
-0.1368,0.0526,0.8415,6.218,0.2553,6.6009
-0.1368,0.0737,0.8416,6.2167,0.2567,6.6017
-0.1368,0.0947,0.8417,6.2151,0.2585,6.6028
-0.1368,0.1158,0.8418,6.2132,0.2606,6.6041
-0.1368,0.1368,0.8419,6.211,0.2631,6.6056
-0.1368,0.1579,0.8421,6.2085,0.2659,6.6073
-0.1368,0.1789,0.8422,6.2057,0.269,6.6091
-0.1368,0.2,0.8424,6.2026,0.2724,6.6111
-0.1158,-0.2,0.7894,6.4186,0.2748,6.8308
-0.1158,-0.1789,0.7892,6.4211,0.2718,6.8287
-0.1158,-0.1579,0.7891,6.4232,0.2691,6.8269
-0.1158,-0.1368,0.789,6.425,0.2668,6.8252
-0.1158,-0.1158,0.7889,6.4265,0.2649,6.8238
-0.1158,-0.0947,0.7889,6.4277,0.2633,6.8226
-0.1158,-0.0737,0.7888,6.4285,0.2621,6.8217
-0.1158,-0.0526,0.7888,6.429,0.2613,6.821
-0.1158,-0.0316,0.7888,6.4292,0.2609,6.8206
-0.1158,-0.0105,0.7888,6.4291,0.2609,6.8205
-0.1158,0.0105,0.7888,6.4287,0.2612,6.8206
-0.1158,0.0316,0.7889,6.428,0.262,6.821
-0.1158,0.0526,0.7889,6.4269,0.2631,6.8216
-0.1158,0.0737,0.789,6.4255,0.2647,6.8225
-0.1158,0.0947,0.7891,6.4239,0.2665,6.8237
-0.1158,0.1158,0.7892,6.4218,0.2688,6.825
-0.1158,0.1368,0.7894,6.4195,0.2714,6.8266
-0.1158,0.1579,0.7895,6.4169,0.2744,6.8284
-0.1158,0.1789,0.7897,6.4139,0.2777,6.8304
-0.1158,0.2,0.7899,6.4106,0.2813,6.8325
-0.0947,-0.2,0.7368,6.6306,0.2834,7.0557
-0.0947,-0.1789,0.7367,6.6331,0.2802,7.0535
-0.0947,-0.1579,0.7365,6.6354,0.2774,7.0515
-0.0947,-0.1368,0.7364,6.6373,0.275,7.0498
-0.0947,-0.1158,0.7363,6.6388,0.273,7.0483
-0.0947,-0.0947,0.7363,6.6401,0.2713,7.047
-0.0947,-0.0737,0.7362,6.641,0.2701,7.046
-0.0947,-0.0526,0.7362,6.6415,0.2692,7.0453
-0.0947,-0.0316,0.7362,6.6417,0.2688,7.0449
-0.0947,-0.0105,0.7362,6.6416,0.2688,7.0448
-0.0947,0.0105,0.7362,6.6412,0.2691,7.0449
-0.0947,0.0316,0.7363,6.6404,0.2699,7.0453
-0.0947,0.0526,0.7363,6.6393,0.2711,7.046
-0.0947,0.0737,0.7364,6.6378,0.2728,7.047
-0.0947,0.0947,0.7365,6.6361,0.2748,7.0482
-0.0947,0.1158,0.7367,6.6339,0.2771,7.0496
-0.0947,0.1368,0.7368,6.6315,0.2799,7.0513
-0.0947,0.1579,0.737,6.6287,0.283,7.0532
-0.0947,0.1789,0.7372,6.6256,0.2865,7.0553
-0.0947,0.2,0.7374,6.6221,0.2903,7.0576
-0.0737,-0.2,0.6843,6.846,0.2922,7.2842
-0.0737,-0.1789,0.6841,6.8486,0.2889,7.2819
-0.0737,-0.1579,0.684,6.851,0.2859,7.2798
-0.0737,-0.1368,0.6839,6.853,0.2833,7.278
-0.0737,-0.1158,0.6838,6.8546,0.2812,7.2764
-0.0737,-0.0947,0.6837,6.8559,0.2794,7.2751
-0.0737,-0.0737,0.6836,6.8569,0.2781,7.274
-0.0737,-0.0526,0.6836,6.8574,0.2772,7.2733
-0.0737,-0.0316,0.6836,6.8577,0.2768,7.2728
-0.0737,-0.0105,0.6836,6.8576,0.2768,7.2727
-0.0737,0.0105,0.6836,6.8571,0.2772,7.2728
-0.0737,0.0316,0.6837,6.8563,0.278,7.2733
-0.0737,0.0526,0.6838,6.8551,0.2793,7.274
-0.0737,0.0737,0.6839,6.8536,0.281,7.2751
-0.0737,0.0947,0.684,6.8517,0.2831,7.2763
-0.0737,0.1158,0.6841,6.8495,0.2856,7.2779
-0.0737,0.1368,0.6843,6.8469,0.2885,7.2797
-0.0737,0.1579,0.6844,6.844,0.2918,7.2817
-0.0737,0.1789,0.6846,6.8407,0.2955,7.2839
-0.0737,0.2,0.6848,6.837,0.2995,7.2863
-0.0526,-0.2,0.6317,7.0648,0.3011,7.5165
-0.0526,-0.1789,0.6315,7.0676,0.2976,7.514
-0.0526,-0.1579,0.6314,7.0701,0.2945,7.5118
-0.0526,-0.1368,0.6313,7.0722,0.2918,7.5099
-0.0526,-0.1158,0.6312,7.0739,0.2895,7.5082
-0.0526,-0.0947,0.6311,7.0752,0.2877,7.5068
-0.0526,-0.0737,0.6311,7.0762,0.2863,7.5057
-0.0526,-0.0526,0.631,7.0768,0.2854,7.5049
-0.0526,-0.0316,0.631,7.0771,0.2849,7.5044
-0.0526,-0.0105,0.631,7.077,0.2849,7.5043
-0.0526,0.0105,0.6311,7.0765,0.2853,7.5044
-0.0526,0.0316,0.6311,7.0756,0.2862,7.5049
-0.0526,0.0526,0.6312,7.0744,0.2876,7.5057
-0.0526,0.0737,0.6313,7.0728,0.2893,7.5068
-0.0526,0.0947,0.6314,7.0708,0.2916,7.5082
-0.0526,0.1158,0.6316,7.0685,0.2942,7.5098
-0.0526,0.1368,0.6317,7.0657,0.2973,7.5117
-0.0526,0.1579,0.6319,7.0627,0.3008,7.5138
-0.0526,0.1789,0.6321,7.0592,0.3047,7.5162
-0.0526,0.2,0.6323,7.0554,0.3089,7.5187
-0.0316,-0.2,0.5792,7.287,0.3102,7.7523
-0.0316,-0.1789,0.579,7.29,0.3065,7.7498
-0.0316,-0.1579,0.5788,7.2926,0.3033,7.7474
-0.0316,-0.1368,0.5787,7.2948,0.3004,7.7454
-0.0316,-0.1158,0.5786,7.2966,0.298,7.7436
-0.0316,-0.0947,0.5785,7.298,0.2961,7.7421
-0.0316,-0.0737,0.5785,7.299,0.2946,7.741
-0.0316,-0.0526,0.5784,7.2997,0.2936,7.7402
-0.0316,-0.0316,0.5784,7.2999,0.2931,7.7397
-0.0316,-0.0105,0.5784,7.2998,0.2931,7.7395
-0.0316,0.0105,0.5785,7.2993,0.2936,7.7397
-0.0316,0.0316,0.5785,7.2984,0.2945,7.7402
-0.0316,0.0526,0.5786,7.2971,0.296,7.741
-0.0316,0.0737,0.5787,7.2954,0.2978,7.7422
-0.0316,0.0947,0.5788,7.2933,0.3002,7.7436
-0.0316,0.1158,0.579,7.2909,0.303,7.7454
-0.0316,0.1368,0.5792,7.288,0.3062,7.7474
-0.0316,0.1579,0.5794,7.2848,0.3099,7.7496
-0.0316,0.1789,0.5796,7.2812,0.314,7.7521
-0.0316,0.2,0.5798,7.2772,0.3184,7.7548
-0.0105,-0.2,0.5266,7.5127,0.3195,7.9919
-0.0105,-0.1789,0.5264,7.5158,0.3156,7.9892
-0.0105,-0.1579,0.5263,7.5185,0.3121,7.9867
-0.0105,-0.1368,0.5262,7.5208,0.3092,7.9846
-0.0105,-0.1158,0.526,7.5227,0.3066,7.9827
-0.0105,-0.0947,0.526,7.5242,0.3046,7.9811
-0.0105,-0.0737,0.5259,7.5253,0.3031,7.9799
-0.0105,-0.0526,0.5259,7.526,0.302,7.979
-0.0105,-0.0316,0.5259,7.5262,0.3015,7.9785
-0.0105,-0.0105,0.5259,7.5261,0.3015,7.9784
-0.0105,0.0105,0.5259,7.5256,0.302,7.9786
-0.0105,0.0316,0.526,7.5246,0.303,7.9791
-0.0105,0.0526,0.526,7.5233,0.3045,7.98
-0.0105,0.0737,0.5262,7.5215,0.3065,7.9812
-0.0105,0.0947,0.5263,7.5193,0.3089,7.9827
-0.0105,0.1158,0.5264,7.5168,0.3119,7.9846
-0.0105,0.1368,0.5266,7.5138,0.3153,7.9867
-0.0105,0.1579,0.5268,7.5104,0.3191,7.9891
-0.0105,0.1789,0.5271,7.5066,0.3234,7.9917
-0.0105,0.2,0.5273,7.5024,0.3281,7.9945
0.0105,-0.2,0.4741,7.7418,0.3288,8.2351
0.0105,-0.1789,0.4739,7.7451,0.3248,8.2322
0.0105,-0.1579,0.4737,7.7479,0.3212,8.2297
0.0105,-0.1368,0.4736,7.7503,0.318,8.2274
0.0105,-0.1158,0.4735,7.7523,0.3154,8.2254
0.0105,-0.0947,0.4734,7.7539,0.3133,8.2238
0.0105,-0.0737,0.4733,7.755,0.3117,8.2225
0.0105,-0.0526,0.4733,7.7557,0.3106,8.2216
0.0105,-0.0316,0.4733,7.756,0.31,8.221
0.0105,-0.0105,0.4733,7.7559,0.31,8.2209
0.0105,0.0105,0.4733,7.7553,0.3105,8.2211
0.0105,0.0316,0.4734,7.7543,0.3116,8.2217
0.0105,0.0526,0.4735,7.7529,0.3131,8.2226
0.0105,0.0737,0.4736,7.751,0.3152,8.2239
0.0105,0.0947,0.4737,7.7488,0.3178,8.2255
0.0105,0.1158,0.4739,7.7461,0.3209,8.2275
0.0105,0.1368,0.4741,7.7429,0.3245,8.2297
0.0105,0.1579,0.4743,7.7394,0.3285,8.2322
0.0105,0.1789,0.4746,7.7354,0.333,8.235
0.0105,0.2,0.4748,7.731,0.3379,8.2379
0.0316,-0.2,0.4216,7.9744,0.3384,8.482
0.0316,-0.1789,0.4213,7.9778,0.3341,8.479
0.0316,-0.1579,0.4212,7.9808,0.3303,8.4763
0.0316,-0.1368,0.421,7.9833,0.327,8.4739
0.0316,-0.1158,0.4209,7.9854,0.3243,8.4718
0.0316,-0.0947,0.4208,7.987,0.322,8.4701
0.0316,-0.0737,0.4207,7.9882,0.3204,8.4687
0.0316,-0.0526,0.4207,7.9889,0.3192,8.4678
0.0316,-0.0316,0.4207,7.9892,0.3186,8.4672
0.0316,-0.0105,0.4207,7.9891,0.3186,8.467
0.0316,0.0105,0.4207,7.9885,0.3192,8.4672
0.0316,0.0316,0.4208,7.9874,0.3203,8.4679
0.0316,0.0526,0.4209,7.986,0.3219,8.4688
0.0316,0.0737,0.421,7.984,0.3241,8.4702
0.0316,0.0947,0.4212,7.9816,0.3269,8.4719
0.0316,0.1158,0.4214,7.9788,0.3301,8.474
0.0316,0.1368,0.4216,7.9756,0.3338,8.4763
0.0316,0.1579,0.4218,7.9718,0.3381,8.479
0.0316,0.1789,0.422,7.9677,0.3428,8.4819
0.0316,0.2,0.4223,7.9631,0.3479,8.485
0.0526,-0.2,0.369,8.2104,0.348,8.7325
0.0526,-0.1789,0.3688,8.214,0.3436,8.7293
0.0526,-0.1579,0.3686,8.2171,0.3396,8.7265
0.0526,-0.1368,0.3685,8.2197,0.3362,8.724
0.0526,-0.1158,0.3683,8.2219,0.3333,8.7218
0.0526,-0.0947,0.3682,8.2236,0.331,8.72
0.0526,-0.0737,0.3682,8.2248,0.3292,8.7186
0.0526,-0.0526,0.3681,8.2256,0.328,8.7176
0.0526,-0.0316,0.3681,8.2259,0.3274,8.717
0.0526,-0.0105,0.3681,8.2257,0.3274,8.7168
0.0526,0.0105,0.3682,8.2251,0.328,8.7171
0.0526,0.0316,0.3682,8.224,0.3291,8.7177
0.0526,0.0526,0.3683,8.2225,0.3308,8.7188
0.0526,0.0737,0.3685,8.2205,0.3332,8.7202
0.0526,0.0947,0.3686,8.218,0.336,8.722
0.0526,0.1158,0.3688,8.215,0.3394,8.7241
0.0526,0.1368,0.369,8.2116,0.3433,8.7266
0.0526,0.1579,0.3693,8.2077,0.3478,8.7294
0.0526,0.1789,0.3695,8.2034,0.3527,8.7325
0.0526,0.2,0.3698,8.1986,0.3581,8.7357
0.0737,-0.2,0.3165,8.4499,0.3579,8.9867
0.0737,-0.1789,0.3163,8.4536,0.3532,8.9834
0.0737,-0.1579,0.3161,8.4568,0.349,8.9804
0.0737,-0.1368,0.3159,8.4596,0.3455,8.9778
0.0737,-0.1158,0.3158,8.4618,0.3424,8.9755
0.0737,-0.0947,0.3156,8.4636,0.34,8.9736
0.0737,-0.0737,0.3156,8.4649,0.3381,8.9721
0.0737,-0.0526,0.3155,8.4657,0.3369,8.9711
0.0737,-0.0316,0.3155,8.466,0.3363,8.9705
0.0737,-0.0105,0.3155,8.4659,0.3363,8.9703
0.0737,0.0105,0.3156,8.4652,0.3369,8.9705
0.0737,0.0316,0.3157,8.4641,0.3381,8.9712
0.0737,0.0526,0.3158,8.4625,0.3399,8.9723
0.0737,0.0737,0.3159,8.4603,0.3423,8.9738
0.0737,0.0947,0.3161,8.4578,0.3453,8.9757
0.0737,0.1158,0.3163,8.4547,0.3489,8.978
0.0737,0.1368,0.3165,8.4511,0.353,8.9806
0.0737,0.1579,0.3168,8.4471,0.3576,8.9835
0.0737,0.1789,0.3171,8.4425,0.3628,8.9867
0.0737,0.2,0.3174,8.4375,0.3684,8.9902
0.0947,-0.2,0.264,8.6928,0.3678,9.2445
0.0947,-0.1789,0.2637,8.6967,0.3629,9.2411
0.0947,-0.1579,0.2635,8.7,0.3586,9.238
0.0947,-0.1368,0.2633,8.7029,0.3549,9.2352
0.0947,-0.1158,0.2632,8.7052,0.3517,9.2328
0.0947,-0.0947,0.2631,8.7071,0.3492,9.2308
0.0947,-0.0737,0.263,8.7084,0.3472,9.2293
0.0947,-0.0526,0.2629,8.7093,0.3459,9.2282
0.0947,-0.0316,0.2629,8.7096,0.3453,9.2275
0.0947,-0.0105,0.2629,8.7094,0.3453,9.2274
0.0947,0.0105,0.263,8.7088,0.3459,9.2276
0.0947,0.0316,0.2631,8.7076,0.3472,9.2283
0.0947,0.0526,0.2632,8.7059,0.3491,9.2295
0.0947,0.0737,0.2633,8.7037,0.3516,9.2311
0.0947,0.0947,0.2635,8.701,0.3547,9.2331
0.0947,0.1158,0.2637,8.6978,0.3585,9.2355
0.0947,0.1368,0.264,8.694,0.3628,9.2382
0.0947,0.1579,0.2643,8.6898,0.3676,9.2413
0.0947,0.1789,0.2646,8.6851,0.373,9.2446
0.0947,0.2,0.2649,8.6799,0.3789,9.2482
0.1158,-0.2,0.2115,8.9391,0.3779,9.506
0.1158,-0.1789,0.2112,8.9432,0.3728,9.5024
0.1158,-0.1579,0.211,8.9467,0.3683,9.4992
0.1158,-0.1368,0.2108,8.9496,0.3644,9.4963
0.1158,-0.1158,0.2106,8.9521,0.3611,9.4938
0.1158,-0.0947,0.2105,8.954,0.3585,9.4917
0.1158,-0.0737,0.2104,8.9554,0.3565,9.4901
0.1158,-0.0526,0.2104,8.9563,0.3551,9.489
0.1158,-0.0316,0.2103,8.9567,0.3544,9.4883
0.1158,-0.0105,0.2104,8.9565,0.3544,9.4881
0.1158,0.0105,0.2104,8.9558,0.3551,9.4884
0.1158,0.0316,0.2105,8.9545,0.3564,9.4891
0.1158,0.0526,0.2106,8.9528,0.3584,9.4903
0.1158,0.0737,0.2108,8.9505,0.361,9.492
0.1158,0.0947,0.211,8.9476,0.3643,9.4941
0.1158,0.1158,0.2112,8.9443,0.3682,9.4966
0.1158,0.1368,0.2115,8.9404,0.3727,9.4995
0.1158,0.1579,0.2118,8.936,0.3778,9.5027
0.1158,0.1789,0.2121,8.9311,0.3834,9.5062
0.1158,0.2,0.2125,8.9256,0.3895,9.51
0.1368,-0.2,0.1589,9.1889,0.3882,9.7712
0.1368,-0.1789,0.1587,9.1931,0.3829,9.7674
0.1368,-0.1579,0.1584,9.1967,0.3782,9.764
0.1368,-0.1368,0.1582,9.1999,0.3741,9.761
0.1368,-0.1158,0.1581,9.2024,0.3707,9.7584
0.1368,-0.0947,0.1579,9.2044,0.3679,9.7563
0.1368,-0.0737,0.1578,9.2059,0.3658,9.7546
0.1368,-0.0526,0.1578,9.2068,0.3644,9.7534
0.1368,-0.0316,0.1578,9.2071,0.3637,9.7527
0.1368,-0.0105,0.1578,9.207,0.3637,9.7525
0.1368,0.0105,0.1578,9.2062,0.3644,9.7528
0.1368,0.0316,0.1579,9.2049,0.3657,9.7536
0.1368,0.0526,0.1581,9.2031,0.3678,9.7548
0.1368,0.0737,0.1582,9.2007,0.3706,9.7566
0.1368,0.0947,0.1584,9.1978,0.374,9.7588
0.1368,0.1158,0.1587,9.1943,0.3781,9.7614
0.1368,0.1368,0.1589,9.1902,0.3828,9.7644
0.1368,0.1579,0.1593,9.1857,0.3881,9.7677
0.1368,0.1789,0.1596,9.1805,0.3939,9.7714
0.1368,0.2,0.16,9.1748,0.4003,9.7754
0.1579,-0.2,0.1064,9.4421,0.3986,10.04
0.1579,-0.1789,0.1061,9.4465,0.3931,10.0361
0.1579,-0.1579,0.1059,9.4503,0.3882,10.0325
0.1579,-0.1368,0.1057,9.4535,0.3839,10.0294
0.1579,-0.1158,0.1055,9.4562,0.3803,10.0267
0.1579,-0.0947,0.1053,9.4583,0.3774,10.0244
0.1579,-0.0737,0.1052,9.4598,0.3753,10.0227
0.1579,-0.0526,0.1052,9.4607,0.3738,10.0214
0.1579,-0.0316,0.1052,9.4611,0.3731,10.0207
0.1579,-0.0105,0.1052,9.4609,0.3731,10.0205
0.1579,0.0105,0.1053,9.4601,0.3738,10.0208
0.1579,0.0316,0.1054,9.4588,0.3752,10.0216
0.1579,0.0526,0.1055,9.4569,0.3774,10.023
0.1579,0.0737,0.1057,9.4544,0.3803,10.0248
0.1579,0.0947,0.1059,9.4513,0.3838,10.0271
0.1579,0.1158,0.1061,9.4477,0.3881,10.0298
0.1579,0.1368,0.1064,9.4435,0.393,10.033
0.1579,0.1579,0.1068,9.4387,0.3985,10.0365
0.1579,0.1789,0.1072,9.4334,0.4046,10.0403
0.1579,0.2,0.1076,9.4275,0.4113,10.0444
0.1789,-0.2,0.0539,9.6988,0.4092,10.3125
0.1789,-0.1789,0.0536,9.7033,0.4034,10.3084
0.1789,-0.1579,0.0533,9.7073,0.3983,10.3047
0.1789,-0.1368,0.0531,9.7106,0.3939,10.3014
0.1789,-0.1158,0.0529,9.7134,0.3901,10.2986
0.1789,-0.0947,0.0528,9.7156,0.3871,10.2963
0.1789,-0.0737,0.0527,9.7171,0.3849,10.2944
0.1789,-0.0526,0.0526,9.7181,0.3833,10.2931
0.1789,-0.0316,0.0526,9.7185,0.3826,10.2924
0.1789,-0.0105,0.0526,9.7183,0.3826,10.2921
0.1789,0.0105,0.0527,9.7175,0.3833,10.2925
0.1789,0.0316,0.0528,9.7161,0.3848,10.2934
0.1789,0.0526,0.0529,9.7141,0.3871,10.2948
0.1789,0.0737,0.0531,9.7115,0.3901,10.2967
0.1789,0.0947,0.0534,9.7083,0.3938,10.2991
0.1789,0.1158,0.0536,9.7046,0.3982,10.3019
0.1789,0.1368,0.054,9.7002,0.4033,10.3052
0.1789,0.1579,0.0543,9.6953,0.4091,10.3089
0.1789,0.1789,0.0547,9.6897,0.4154,10.3129
0.1789,0.2,0.0552,9.6836,0.4224,10.3172
0.2,-0.2,0.0015,9.9589,0.4199,10.5887
0.2,-0.1789,0.0011,9.9636,0.4139,10.5844
0.2,-0.1579,0.0008,9.9677,0.4086,10.5805
0.2,-0.1368,0.0006,9.9712,0.404,10.5771
0.2,-0.1158,0.0004,9.974,0.4001,10.5742
0.2,-0.0947,0.0002,9.9763,0.397,10.5717
0.2,-0.0737,0.0001,9.9779,0.3946,10.5698
0.2,-0.0526,0.0,9.979,0.393,10.5685
0.2,-0.0316,0.0,9.9794,0.3922,10.5677
0.2,-0.0105,0.0,9.9791,0.3922,10.5674
0.2,0.0105,0.0001,9.9783,0.393,10.5678
0.2,0.0316,0.0002,9.9769,0.3946,10.5687
0.2,0.0526,0.0004,9.9748,0.3969,10.5702
0.2,0.0737,0.0006,9.9721,0.4001,10.5722
0.2,0.0947,0.0008,9.9688,0.4039,10.5747
0.2,0.1158,0.0011,9.9649,0.4085,10.5777
0.2,0.1368,0.0015,9.9604,0.4138,10.5811
0.2,0.1579,0.0019,9.9552,0.4198,10.5849
0.2,0.1789,0.0023,9.9494,0.4264,10.5891
0.2,0.2,0.0028,9.9431,0.4337,10.5936
0.0,0.0,0.4996,7.6403,0.3059,8.0992
